,name,rcode,code,total_amt,deliver_amt,area,technical,funds,message,trade,basic,total_num,point_num,dt
398,安妮股份,002235.SZ,2235,5035173700,2765611900,造纸,5.8,4.3,7.3,6,3.9,27.3,73,2018/4/9
399,华灿光电,300323.SZ,300323,12841898300,10544919600,光学光电子,5.6,2.6,5.9,6.8,6.6,27.5,73,2018/4/9
400,华谊兄弟,300027.SZ,300027,25997120000,17989670000,传媒,2.5,2.6,5.8,6,5.4,22.3,73,2018/4/9
401,七 匹 狼,002029.SZ,2029,7163751600,7155736400,服装家纺,5.6,3.3,6.8,6.5,5.3,27.5,73,2018/4/9
402,高争民爆,002827.SZ,2827,4703040000,1175760000,化学制品,7.5,4,1.8,3.8,5.5,22.6,73,2018/4/9
403,通鼎互联,002491.SZ,2491,16175111000,14830146000,通信设备,8.1,3.6,8.1,6.8,6.3,32.9,73,2018/4/9
404,卫光生物,002880.SZ,2880,6356880000,1589220000,生物制品,7.7,3.1,6.4,4.5,4.5,26.2,73,2018/4/9
405,宏达高科,002144.SZ,2144,2893602600,2219037500,纺织制造,6.8,3.8,5,6.4,5.6,27.6,73,2018/4/9
406,西藏发展,000752.SZ,752,3505350300,3505246500,饮料制造,4.6,2.5,5.5,6.8,5.6,25,73,2018/4/9
407,安诺其,300067.SZ,300067,4406331600,2869331000,化学制品,3.7,3.4,5.9,7.2,6,26.2,73,2018/4/9
408,皮阿诺,002853.SZ,2853,5679285200,1425840000,家用轻工,5.2,3.3,8.1,2.8,6.5,25.9,73,2018/4/9
409,云投生态,002200.SZ,2200,3121052500,1827702700,建筑装饰,6.1,3.4,3.9,6.5,6.3,26.2,73,2018/4/9
410,浩物股份,000757.SZ,757,3061991400,3061980900,汽车零部件,4.2,5,6,6.7,5.5,27.4,73,2018/4/9
411,沙河股份,000014.SZ,14,3437056400,3437056400,房地产开发,8.6,2,5,6.3,6.1,28,73,2018/4/9
412,渤海金控,000415.SZ,415,42549506000,21435230000,保险及其他,7,3.6,5.5,5.5,6.8,28.4,73,2018/4/9
413,搜于特,002503.SZ,2503,21556924000,11224654700,服装家纺,4.9,4.3,5.8,6.5,6.3,27.8,73,2018/4/9
414,长海股份,300196.SZ,300196,5881393100,3057126000,化工新材料,6.1,4.4,5.2,5.7,5.4,26.8,73,2018/4/9
415,桂林三金,002275.SZ,2275,10275382000,9262191000,中药,6.2,5.6,5,7.8,5.5,30.1,73,2018/4/9
416,ST亚太,000691.SZ,691,2266122700,2036309000,房地产开发,7.8,4.1,6.6,5.3,4.7,28.5,73,2018/4/9
417,吉宏股份,002803.SZ,2803,3770000000,1495000000,包装印刷,7.9,3.8,6.7,2.6,6.7,27.7,73,2018/4/9
418,比音勒芬,002832.SZ,2832,5455103800,1363903800,服装家纺,7.4,6.9,5.5,3,5.1,27.9,73,2018/4/9
419,九阳股份,002242.SZ,2242,14045671000,14002382000,白色家电,8.4,4.3,5.5,5.8,7,31,73,2018/4/9
420,可立克,002782.SZ,2782,7876740000,1969185000,电子制造,5.4,3.2,5.9,2.8,5,22.3,73,2018/4/9
421,鹏翎股份,300375.SZ,300375,3444442600,2456704900,汽车零部件,6.4,4.7,5.4,3.2,5.4,25.1,73,2018/4/9
422,安居宝,300155.SZ,300155,4151351400,2049484700,计算机设备,7.3,5,4.8,8,4.2,29.3,73,2018/4/9
423,劲拓股份,300400.SZ,300400,3705600000,2047801200,通用设备,9,4.5,5.7,3.4,6.8,29.4,73,2018/4/9
424,宝莫股份,002476.SZ,2476,4828680000,4563430700,化学制品,3.4,3.4,6.5,7.2,4.4,24.9,73,2018/4/9
425,富春环保,002479.SZ,2479,9500455500,8682334700,环保工程,4,4,5.5,7,5,25.5,73,2018/4/9
426,*ST新城,000809.SZ,809,3315661000,3315661000,房地产开发,9,3.9,6.2,6.3,5.3,30.7,73,2018/4/9
427,顺发恒业,000631.SZ,631,9876027800,9876027800,房地产开发,3.5,4.9,6.1,6.3,6,26.8,73,2018/4/9
428,开元股份,300338.SZ,300338,6996165700,3471712300,传媒,6.4,6.2,5.7,6,7.2,31.5,73,2018/4/9
429,恒锋工具,300488.SZ,300488,3426352800,827264640,通用设备,7.3,3.7,9.9,3.4,6.4,30.7,73,2018/4/9
430,希努尔,002485.SZ,2485,7958400000,7958220900,服装家纺,5.4,5.9,6.3,6.5,4.3,28.4,73,2018/4/9
431,海德股份,000567.SZ,567,3784536000,3763531800,房地产开发,9,5,5.8,5.5,7.6,32.9,73,2018/4/9
432,*ST沈机,000410.SZ,410,6429955400,6218935800,通用设备,7,2,5.8,6.9,4.8,26.5,73,2018/4/9
433,天华超净,300390.SZ,300390,2901090000,1351483500,其他电子,6.6,2.9,5.8,4.3,5.1,24.7,73,2018/4/9
434,*ST中富,000659.SZ,659,5515663800,5515663800,包装印刷,7.2,2.3,6,6.1,6.1,27.7,73,2018/4/9
