rcode	    名称	现价	总市值	流通市值	所属行业
600012	皖通高速	13.47	22341477000	15700632000	公路铁路运输
002040	南 京 港	18.14	6753198300	4460118100	港口航运
300103	达刚路机	18.2	3853558800	2690011300	专用设备
600511	国药股份	31.88	24449846000	8851272400	医药商业
000030	富奥股份	9.13	11807386300	11371991000	汽车零部件
600218	全柴动力	9.14	3370420700	3370420700	通用设备
000978	桂林旅游	9.28	3341728000	3341119000	景点及旅游
000782	美达股份	9.29	4906417100	3745659900	化工合成材料
000848	承德露露	9.38	9178918400	9175998000	饮料制造
601188	龙江交通	4.76	6263582000	6263582000	公路铁路运输
601107	四川成渝	4.76	14556366000	10294642400	公路铁路运输
600868	梅雁吉祥	4.76	9035187700	9035187700	电力
000005	世纪星源	4.87	5155074400	4632453400	房地产开发
000426	兴业矿业	9.81	18329990000	11258506400	有色冶炼加工
002173	创新医疗	14.74	6721136400	2989965300	养殖业
002493	荣盛石化	9.98	38083680000	34103876000	化工合成材料
601113	华鼎股份	9.99	8322169500	6393600000	化工合成材料
002716	金贵银业	20.03	11316693100	6135270500	有色冶炼加工
603032	德新交运	45.44	6058969600	1514969600	公路铁路运输
000859	国风塑业	5.18	3830349600	3829658100	化工合成材料
600866	星湖科技	5.19	3349592100	2856542100	食品加工制造
600565	迪马股份	5.19	12580056500	12175023700	房地产开发
000001	平安银行	10.44	1.79259E+11	1.76624E+11	银行
000539	粤电力Ａ	5.26	27616494000	13433562000	电力
002003	伟星股份	10.58	6169120100	4974807200	纺织制造
603806	福斯特	31.96	12847920000	2883111600	电气设备
000850	华茂股份	5.34	5039171100	5037662500	纺织制造
601789	宁波建工	5.34	5212267200	5212267200	建筑装饰
600635	大众公用	5.38	15884099000	13013099200	燃气水务
002516	旷达科技	5.39	8103395300	3998034300	纺织制造
002017	东信和平	10.82	3748224800	3717290000	通信设备
600545	新疆城建	10.89	7359307100	7359307100	建筑装饰
002779	中坚科技	21.87	2886840000	884094750	通用设备
002630	华西能源	10.94	8073720000	6587643400	电气设备
002293	罗莱生活	11	7753960500	7692012500	服装家纺
000023	深天地Ａ	27.5	3815796600	3815796600	建筑材料
600856	中天能源	11.08	15142531000	8543016700	燃气水务
300362	天翔环境	16.67	7284776500	3176146300	电气设备
300429	强力新材	22.5	5786684900	2258716200	化学制品
600320	振华重工	5.64	24761261000	15613389000	专用设备
000501	鄂武商Ａ	17.08	13141090400	11417385600	零售
300641	正丹股份	17.28	4976640000	1244160000	化学制品
600585	海螺水泥	23.14	1.22626E+11	92553118000	建筑材料
002393	力生制药	34.75	6340311000	6320732400	化学制药
600754	锦江股份	29.06	27837633000	12996815900	酒店及餐饮
002823	凯中精密	17.63	5118517700	1259253990	电气设备
000668	荣丰控股	17.74	2604975100	2602252100	房地产开发
000521	美菱电器	5.94	6204911400	3518121600	白色家电
603223	恒通股份	23.83	2859600000	1882570200	物流
000665	湖北广电	12.05	7666420200	5555896100	通信服务
002385	大北农	6.13	25137102000	14143162000	农产品加工
600642	申能股份	6.15	27995036000	27995036000	电力
600350	山东高速	6.19	29781117000	29781117000	公路铁路运输
600560	金自天正	12.4	2773204200	2773204200	专用设备
600368	五洲交通	6.29	5244611600	5244611600	公路铁路运输
300118	东方日升	12.6	11398173500	6196819600	电气设备
601700	风范股份	6.31	7150693900	7150693900	电气设备
002608	江苏国信	12.9	41965575000	6929352700	国防军工
000048	康达尔	25.85	10101370100	9874211900	农产品加工
002682	龙洲股份	13.11	4915101500	2524323900	交运设备服务
002048	宁波华翔	19.69	10436628400	9068442800	汽车零部件
000692	惠天热电	6.64	3538011000	3537698200	电力
600987	航民股份	13.3	8449623000	8449623000	纺织制造
600816	安信信托	13.41	61117616000	33492867000	保险及其他
300119	瑞普生物	13.43	5432347200	2726781200	农业服务
002244	滨江集团	6.72	20908903000	18163514000	房地产开发
600675	中华企业	6.8	12696003900	12696003900	房地产开发
600784	鲁银投资	6.83	3880654700	3880654700	钢铁
000918	嘉凯城	6.87	12394795600	12394795600	房地产开发
002780	三夫户外	27.71	2804620300	1417947600	服装家纺
600165	新日恒力	14.3	9793838000	9793838000	通用设备
002445	中南文化	14.44	11982027300	9191573300	传媒
000936	华西股份	7.22	6397013000	5399375100	化工合成材料
601233	桐昆股份	14.47	17826118000	17437836000	化工合成材料
600708	光明地产	7.25	12428935700	7077130900	房地产开发
603043	广州酒家	21.97	8875796200	1098500000	食品加工制造
000540	中天金融	7.35	34542879000	29017433000	房地产开发
002304	洋河股份	88.3	1.33067E+11	1.09555E+11	饮料制造
600580	卧龙电气	7.37	9499189900	8184585700	电气设备
000899	赣能股份	7.41	7229772200	4791806700	电力
600893	航发动力	29.65	57779511000	57750092000	国防军工
603200	上海洗霸	37.29	2749018800	687254700	环保工程
600984	建设机械	7.52	4788466800	3920156100	专用设备
601727	上海电气	7.59	1.01943E+11	74772168000	电气设备
002533	金杯电工	7.62	4214784200	3883722700	电气设备
603766	隆鑫通用	7.71	16291826000	16018905000	非汽车交运
002469	三维工程	7.75	3900287100	3591530000	建筑装饰
300072	三聚环保	32.23	57801083000	43868238000	化学制品
002563	森马服饰	8.07	21739200000	14839699000	服装家纺
002078	太阳纸业	8.1	20540427000	20445715000	造纸
000893	东凌国际	8.1	6130916500	3246921000	农产品加工
600858	银座股份	8.33	4332154700	4311175100	零售
600478	科力远	8.68	12074490500	11067304100	新材料
603311	金海环境	17.74	3725400000	1649931100	专用设备
600787	中储股份	9.29	20436152000	17277806000	物流
600015	华夏银行	9.38	1.20277E+11	1.20277E+11	银行
600749	西藏旅游	18.87	3569032800	3569032800	景点及旅游
000993	闽东电力	9.75	3636750000	3636750000	电力
002096	南岭民爆	9.84	3653464100	3649183700	化学制品
002521	齐峰新材	9.88	4887495900	4255915600	造纸
603999	读者传媒	9.88	5690880000	2276352000	传媒
600550	保变电气	10.04	15407455000	13784829000	电气设备
000430	张家界	10.16	4112947700	2123781900	景点及旅游
300309	吉艾科技	20.57	9956416200	8921079700	专用设备
000411	英特集团	20.65	4283841400	4281036600	医药商业
000043	中航地产	10.59	7063121400	7061207300	房地产开发
002090	金智科技	22.98	5464710700	4693382900	电气设备
002465	海格通信	11.66	26904235000	21491162000	通信设备
000026	飞亚达Ａ	11.68	5124540200	4170310700	家用轻工
300434	金石东方	23.47	5238293700	1309564980	专用设备
000519	中兵红箭	12.01	16855574000	7000234000	新材料
002674	兴业科技	12.07	3647293400	2903704000	纺织制造
000828	东莞控股	12.36	12848430000	12848413300	公路铁路运输
002128	露天煤业	12.75	20838326000	20249806000	煤炭开采
600690	青岛海尔	13.04	79510132000	79510132000	白色家电
603855	华荣股份	13.44	4449580800	1112428800	专用设备
603718	海利生物	13.57	8739080000	4137954400	农业服务
603368	柳州医药	55.24	10222297800	4120856100	医药商业
600180	瑞茂通	13.88	14108707000	12236870200	贸易
002617	露笑科技	14.03	10309591500	9789334900	电气设备
603020	爱普股份	14.27	4566400000	2760674200	食品加工制造
600926	杭州银行	14.61	53537306000	5353834500	银行
002353	杰瑞股份	14.98	14348653000	9990950700	专用设备
300392	腾信股份	15.18	5829120000	2491262300	传媒
002419	天虹股份	15.18	12147036000	12142947400	零售
002092	中泰化学	15.8	33913904000	32141725000	基础化学
603797	联泰环保	16.95	3616113000	904113000	环保工程
600833	第一医药	17.14	3823700000	3823700000	医药商业
002085	万丰奥威	17.21	37636199000	36377388000	汽车零部件
300403	地尔汉宇	17.75	5946250000	2610337200	白色家电
002573	清新环境	18.35	19693158000	19662964000	环保工程
603515	欧普照明	37.12	21510264000	2152960000	光学光电子
000887	中鼎股份	18.68	23059341000	22671885000	汽车零部件
600179	安通控股	18.88	20052986000	9084508900	物流
002094	青岛金王	20.61	8090422400	7256744300	家用轻工
300252	金信诺	20.95	9311531000	5581732700	通信设备
002213	特 尔 佳	22.5	4635000000	4048276700	汽车零部件
603098	森特股份	22.56	9024225600	1410225600	建筑装饰
002451	摩恩电气	22.83	10026936000	9446012400	电气设备
600298	安琪酵母	23.92	19712016000	19712016000	农产品加工
002205	国统股份	25.3	2938646100	2938646100	建筑材料
600137	浪莎股份	38.56	3748710200	3748710200	服装家纺
300645	正元智慧	58.1	3873333400	968333350	计算机应用
300448	浩云科技	23.51	5133894200	1892214600	计算机应用
300389	艾比森	13.39	4254311500	1572048300	光学光电子
300298	三诺生物	18.99	7734946800	5711744400	医疗器械服务
300158	振东制药	17.15	8909928000	7011736500	中药
300144	宋城演艺	19.58	28442061000	22565061000	景点及旅游
300082	奥克股份	8.19	5574687300	5519404800	化学制品
300074	华平股份	7.23	3927430000	3143278900	计算机应用
300056	三维丝	11.46	4417720500	2874331800	环保工程
002759	天际股份	26.77	12104858100	2569920000	白色家电
002735	王子新材	38.07	3045600000	893027030	包装印刷
002723	金莱特	19.46	3633182000	2451570800	白色家电
002705	新宝股份	14.98	12185297800	3188205700	白色家电
002687	乔治白	7.27	2579774000	2322197900	服装家纺
002646	青青稞酒	18.89	8500500000	8500500000	饮料制造
002644	佛慈制药	9.62	4912520300	4912520300	中药
002587	奥拓电子	8.2	5013363800	2997550500	光学光电子
002584	西陇科学	15.14	8860176600	3928026700	化学制品
002579	中京电子	9.98	3770244400	3497585800	半导体及元件
002531	天顺风能	6.21	11047708300	9149562100	电气设备
002495	佳隆股份	4.38	4098040100	2917567200	食品加工制造
002490	*ST墨龙	4.99	3981263500	1464022300	专用设备
002487	大金重工	5.95	3213000000	3213000000	通用设备
002379	宏创控股	7.43	6883152000	4414626100	有色冶炼加工
002314	南山控股	6.16	11565586500	4544080500	房地产开发
002313	日海通讯	23.5	7332000000	7331998800	通信设备
002212	南洋股份	13.35	15311144000	4019571200	电气设备
002191	劲嘉股份	9.48	12381327500	12348310300	包装印刷
002187	广百股份	11.98	4102222400	4102222400	零售
002132	恒星科技	5.02	6307953400	4173450100	通用设备
002038	双鹭药业	26.28	17999172000	14900662000	生物制品
002033	丽江旅游	9.8	5385009000	5384905800	景点及旅游
000955	欣龙控股	5.62	3025779900	3025744800	纺织制造
000926	福星股份	12	11391869700	11380181100	房地产开发
000903	云内动力	4.1	7205902300	6482930400	汽车零部件
000900	现代投资	6.15	9334644300	9320591200	公路铁路运输
000858	五 粮 液	55.81	2.11853E+11	2.11841E+11	饮料制造
000831	五矿稀土	14.88	14595628000	14595476000	有色冶炼加工
000793	华闻传媒	10.33	20839390000	19023059000	传媒
000780	*ST平能	4.89	4959957900	4959957900	煤炭开采
000597	东北制药	11.64	5524985000	5510181400	化学制药
000584	友利控股	14.28	8758271600	8729013900	化工合成材料
000528	柳    工	8.84	9947140500	9945774000	专用设备
000517	荣安地产	4.48	14263973000	13599467000	房地产开发
000514	渝 开 发	7.94	6699541500	6699541500	房地产开发
000428	华天酒店	5.03	5125197800	3615549300	酒店及餐饮
000425	徐工机械	3.79	26559288000	26505614000	专用设备
603538	美诺华	26.02	3122400000	780600000	化学制药
603196	日播时尚	13.49	3237600000	809400000	服装家纺
603158	腾龙股份	19.19	4198983100	1983140700	汽车零部件
601880	大连港	3	38683608000	23207460000	港口航运
601877	正泰电器	18.97	40807043000	25115884000	电气设备
601818	光大银行	4.1	1.91384E+11	1.63222E+11	银行
601616	广电电气	4.6	4303645000	4303645000	电气设备
601518	吉林高速	3.95	4792140000	4792140000	公路铁路运输
601398	工商银行	5.62	2.003E+12	1.51522E+12	银行
601369	陕鼓动力	6.96	11405840800	11405840800	通用设备
601336	新华保险	59.91	1.86892E+11	1.24939E+11	保险及其他
601139	深圳燃气	8.64	19131269000	18871127000	燃气水务
600863	内蒙华电	3.15	18294397000	18294397000	电力
600841	上柴股份	12.85	11136964300	6706319000	通用设备
600821	津劝业	9.15	3808854300	3808854300	零售
600798	宁波海运	5.9	6082020600	6082020600	港口航运
600726	华电能源	4.45	8751704400	6829304400	电力
600724	宁波富达	4.71	6807085400	6805679900	房地产开发
600606	绿地控股	7.53	91626203000	24271963000	房地产开发
600558	大西洋	5.27	4730377500	4730377500	通用设备
600532	宏达矿业	12.13	6259877200	4806323300	石油矿业开采
600510	黑牡丹	8.04	8418644000	6396002500	建筑装饰
600491	龙元建设	10.25	12936525000	9712900000	建筑装饰
600428	中远海特	7.23	15520285000	12221927400	港口航运
600421	仰帆控股	15.16	2965296000	2965296000	通用设备
600400	红豆股份	6.4	11580603000	7890426900	服装家纺
600396	金山股份	3.96	5831919000	4611994900	电力
600377	宁沪高速	9.51	47908979000	36118803000	公路铁路运输
600355	精伦电子	8.68	4271334300	4271334300	通信设备
600310	桂东电力	6.43	5322593300	5322593300	电力
600287	江苏舜天	8.03	3507472500	3507472500	贸易
600284	浦东建设	10.85	7519484000	7519484000	建筑装饰
600282	南钢股份	4.96	19651879000	19223732000	钢铁
600256	广汇能源	4.29	22399912000	22399912000	基础化学
600240	华业资本	9.08	12932222700	12932222700	房地产开发
600235	民丰特纸	8.36	2936868000	2936868000	造纸
600231	凌钢股份	4.64	11688930800	7461140400	钢铁
600229	城市传媒	9.3	6529492900	3996880300	传媒
600027	华电国际	4.57	45073803000	31005648000	电力
002718	友邦吊顶	53.13	4655882100	1383074100	建筑材料
300069	金利华电	34.75	4065750000	2927100200	电气设备
603139	康惠制药	30.59	3055329200	763832300	中药
300349	金卡智能	30.25	7107932500	4515392200	仪器仪表
002324	普利特	25.11	6779700000	3963186900	化工合成材料
000150	宜华健康	24.58	11007043900	8699667000	医疗器械服务
300282	汇冠股份	20.18	5035669500	3448477700	电子制造
002572	索菲亚	38.93	35948986000	24127386000	家用轻工
300136	信维通信	38.38	37721193000	27786525000	电子制造
300306	远方光电	18.69	5372877900	2235074700	仪器仪表
603456	九洲药业	17.58	7873136300	2518619900	化学制药
600309	万华化学	34.5	94323442000	89520657000	化工新材料
603558	健盛集团	16.55	6131775000	1241250000	服装家纺
603599	广信股份	16.27	6125329600	2220529600	化学制品
600061	国投安信	15.92	58810895000	31240851000	证券
601311	骆驼股份	15.04	12759872100	12759872100	汽车零部件
002721	金一文化	14.64	9487247000	6311680300	家用轻工
002734	利民股份	28.99	4774912500	2324122100	化学制品
600528	中铁工业	14.4	31990343000	21012480000	建筑装饰
002394	联发股份	14.22	4603014000	4603014000	纺织制造
600479	千金药业	13.97	4872120400	4258324200	中药
000736	中房地产	13.73	4080472000	4080472000	房地产开发
000625	长安汽车	13.65	65556152000	51336027000	汽车整车
000040	东旭蓝天	13.63	18225672000	14452443000	房地产开发
603998	方盛制药	13.04	5619411600	3510070900	中药
300385	雪浪环境	25.69	3082800000	1635689200	专用设备
600153	建发股份	12.84	36403975000	36403975000	物流
300507	苏奥传感	49.56	5947497400	1487097400	汽车零部件
600766	园城黄金	12.35	2769201300	2765561100	房地产开发
300167	迪威视讯	12.21	3665930400	3665319900	计算机应用
300191	潜能恒信	23.95	7664000000	4958129000	采掘服务
002800	天顺股份	34.85	2602598000	1214174000	物流
000915	山大华特	31.3	7334575500	7306435900	化学制药
300453	三鑫医疗	20.7	3285504000	1470327200	医疗器械服务
300280	南通锻压	30.81	3943680000	3943680000	通用设备
601766	中国中车	9.95	2.85554E+11	2.28031E+11	非汽车交运
300106	西部牧业	9.87	2085849900	2075649100	养殖业
600674	川投能源	9.8	43140977000	43140977000	电力
603387	基蛋生物	48.51	6403320000	1600830000	生物制品
002291	星期六	9.57	3817682500	3477259500	服装家纺
600483	福能股份	9.55	14819934000	12017216900	电力
002538	司尔特	9.54	6850867500	6674782900	化学制品
600152	维科精华	9.54	2799934700	2799934700	纺织制造
603027	千禾味业	18.8	6016000000	2503977100	食品加工制造
600561	江西长运	9.37	2221289700	2221289700	公交
601002	晋亿实业	9.27	7348236300	7348236300	通用设备
600506	香梨股份	18.12	2676448500	2676448500	种植业与林业
002690	美亚光电	17.82	12046320000	5826048300	专用设备
603869	北部湾旅	26.66	9299175100	1942791000	景点及旅游
600226	瀚叶股份	8.79	15158597000	9624900300	化学制品
002375	亚厦股份	8.67	11617769600	10172718800	建筑装饰
002216	三全食品	8.66	7055145500	4942509600	食品加工制造
600203	福日电子	8.37	3820462400	2537539500	光学光电子
002100	天康生物	8.36	8053895300	5930969500	农产品加工
600095	哈高科	8.32	3005712900	3005712900	房地产开发
600016	民生银行	8.21	2.99545E+11	2.4262E+11	银行
600896	览海投资	8.19	7117921400	4726680600	港口航运
000837	秦川机床	8.05	5581635800	3876034100	通用设备
600557	康缘药业	15.81	9746060600	6991723400	中药
000789	万年青	7.82	4796509400	4796395600	建筑材料
600828	茂业商业	7.59	13145747500	4861939500	零售
300005	探路者	7.49	6675791300	4820616400	服装家纺
000404	华意压缩	7.42	5164290200	5144797600	白色家电
600736	苏州高新	7.38	8813881800	8405457300	房地产开发
603716	塞力斯	81.17	4134799800	1034105800	生物制品
002661	克明面业	14.58	4903750400	4791777400	食品加工制造
600683	京投发展	7.24	5363229800	5363229800	房地产开发
002170	芭田股份	7.1	6319337200	4879994500	化学制品
300190	维尔利	14.15	6399831400	5531591600	环保工程
601158	重庆水务	7.02	33696000000	33696000000	燃气水务
600981	汇鸿集团	6.96	15607335000	1683308200	贸易
603889	新澳股份	13.83	5444194300	1963046100	纺织制造
600667	太极实业	6.81	14343155000	8112577800	半导体及元件
600695	绿庭投资	6.8	4835698300	2491976600	食品加工制造
300075	数字政通	20.28	8610207700	5519223800	计算机应用
001896	豫能控股	6.68	7685926800	4421635900	电力
300268	佳沃股份	26.6	3564400000	2617468800	农产品加工
000921	海信科龙	13.14	17906211000	11852740800	白色家电
000596	古井贡酒	52.5	26439000000	20138937000	饮料制造
000566	海南海药	13.03	17407810000	12882579700	化学制药
000027	深圳能源	6.51	25808840000	25808840000	电力
002283	天润曲轴	6.43	7232862500	7227847100	汽车零部件
601801	皖新传媒	12.85	25561281000	23387000000	传媒
002454	松芝股份	12.62	5325569300	4034235400	汽车零部件
600000	浦发银行	12.51	3.51578E+11	3.51578E+11	银行
300006	莱美药业	6.22	5052140300	3634353500	化学制药
002550	千红制药	6.05	7744000000	5163573800	化学制药
002311	海大集团	17.95	28288573000	27437609000	农产品加工
603309	维力医疗	17.93	3586000000	1380610000	医疗器械服务
603816	顾家家居	53.56	22093500000	4418700000	家用轻工
601339	百隆东方	5.95	8925000000	8925000000	纺织制造
300472	新元科技	23.65	2365118300	779385750	专用设备
603429	集友股份	76.28	5187040000	1296760000	包装印刷
600337	美克家居	5.86	8780673600	8692773600	家用轻工
600322	天房发展	5.83	6446231000	6446231000	房地产开发
603208	江山欧派	52.25	4222641200	1055972500	家用轻工
000888	峨眉山Ａ	11.53	6075308100	6074300400	景点及旅游
002554	惠博普	5.73	6135741300	3573622100	采掘服务
601166	兴业银行	17.09	3.55031E+11	3.25604E+11	银行
600439	瑞贝卡	5.67	6418357400	6418357400	家用轻工
600114	东睦股份	16.91	7378638700	6539105700	新材料
000543	皖能电力	5.57	9972505600	9972505600	电力
002501	利源精制	10.98	13338894700	7412467600	有色冶炼加工
000671	阳 光 城	5.49	22234902000	17827286000	房地产开发
000652	泰达股份	5.49	8100900400	8046545500	综合
600236	桂冠电力	5.46	33105987000	19680411000	电力
600023	浙能电力	5.39	73307719000	73307719000	电力
000732	泰禾集团	16.16	20110324000	20087615000	房地产开发
603393	新天然气	37.51	6001600000	1500400000	燃气水务
000919	金陵药业	10.62	5352480000	5343350500	医疗器械服务
600068	葛洲坝	10.55	48580402000	48580402000	建筑装饰
603568	伟明环保	20.96	14403922000	2738172500	环保工程
600637	XD东方明	20.89	55185849000	45538076000	通信服务
600332	白云山	26.1	42433144000	27957778000	中药
600122	宏图高科	10.42	12026356100	12008121100	零售
603959	百利科技	20.79	4656960000	2212056000	建筑装饰
600976	健民集团	25.19	3864110700	3861591700	中药
600998	九州通	20.12	34116647000	33113038000	医药商业
600385	山东金泰	15.09	2234936900	2154456900	贸易
300613	富瀚微	140.6	6248938900	1562276900	半导体及元件
600982	宁波热电	5.02	3749588600	3749588600	电力
000868	安凯客车	5	3477828000	3477807800	汽车整车
300421	力星股份	24.86	3245589500	1044120000	通用设备
000883	湖北能源	4.94	32146800000	26408170000	电力
300195	长荣股份	14.72	6380879000	3056959500	专用设备
600537	亿晶光电	4.9	5764160400	5764160400	电气设备
002886	沃特股份	29.36	2302748800	575690880	化工合成材料
002515	金字火腿	9.68	9470072600	5966885100	食品加工制造
002737	葵花药业	28.98	8462160000	3481171100	中药
600230	沧州大化	52.89	15559615000	15559615000	化工新材料
000709	河钢股份	4.76	50544573000	50536433000	钢铁
600397	安源煤业	4.7	4652811400	4652811400	煤炭开采
300090	盛运环保	9.36	12354759300	8204195100	环保工程
002278	神开股份	9.27	3373442400	3170503700	专用设备
601229	上海银行	18.5	1.44407E+11	14440823000	银行
603005	晶方科技	27.74	6455290900	4761534400	半导体及元件
600668	尖峰集团	18.41	6334583300	6334583300	建筑材料
603717	天域生态	27.5	4749569000	1187392250	建筑装饰
600017	日照港	4.55	13994225000	13994225000	港口航运
300446	乐凯新材	31.42	3858376000	2365364200	半导体及元件
600175	美都能源	4.47	15986905000	6472708500	石油矿业开采
300402	宝色股份	17.84	3603680000	1179224000	专用设备
300303	聚飞光电	4.44	5546339400	3853975900	光学光电子
603579	荣泰健康	106.33	7443100000	1860775000	医疗器械服务
600634	富控互动	17.66	10167428600	10167428600	通信服务
601218	吉鑫科技	4.4	4363744000	4363744000	电气设备
600723	首商股份	8.8	5793986500	5791012100	零售
002567	唐人神	8.78	7040549100	5531070100	农产品加工
600168	武汉控股	8.77	6222926200	6222926200	燃气水务
603555	贵人鸟	21.59	13571520000	13256260000	服装家纺
300293	蓝英装备	12.9	3483000000	3458895600	专用设备
300498	温氏股份	21.47	1.12081E+11	76122576000	养殖业
600686	金龙汽车	12.86	7802657300	5691798700	汽车整车
600208	新湖中宝	4.28	36805190000	36800176000	房地产开发
600678	四川金顶	12.82	4474051800	4474051800	建筑材料
000417	合肥百货	8.45	6590021500	6582353100	零售
300142	沃森生物	12.65	19448578000	14545820000	生物制品
600251	冠农股份	8.4	6592672900	6592672900	农产品加工
002220	天宝食品	8.38	4587931200	3263810000	农产品加工
601607	上海医药	25.13	67572322000	48323357000	医药商业
002733	雄韬股份	16.73	5857394000	1950437500	电气设备
600774	汉商集团	16.68	2911917400	2909476100	零售
002102	冠福股份	4.16	10956759000	5023856300	化学制药
600731	湖南海利	8.29	2713433900	2707954300	化学制品
002014	永新股份	12.43	4173303900	2869058200	包装印刷
600243	青海华鼎	8.24	3616124000	1951644000	通用设备
002457	青龙管业	16.45	5510618400	4175931500	建筑材料
002514	宝馨科技	8.21	4548621300	2942987700	通用设备
603113	金能科技	24.62	16641629000	1903126000	化学制品
000713	丰乐种业	8.19	2447794200	2447794200	种植业与林业
002467	二六三	8.17	6401850400	5368762400	通信服务
002828	贝肯能源	24.39	2858508000	714627000	采掘服务
300043	星辉娱乐	8.09	10065565100	6665105900	传媒
600794	保税科技	4.04	4897094700	4332553200	物流
002061	江山化工	12.03	7960118200	5452714400	化工新材料
603726	朗迪集团	35.87	3397606400	849401600	白色家电
300168	万达信息	15.77	16260173000	15904976000	计算机应用
002626	金达威	15.77	9721920000	9082021900	化学制药
002317	众生药业	11.75	9569917600	5786384400	中药
601985	中国核电	7.78	1.21099E+11	32906677000	电力
600605	汇通能源	15.47	2279420800	2279420800	贸易
000726	鲁  泰Ａ	11.58	10683734800	6494324100	纺织制造
300025	华星创业	7.7	3299685300	2619491600	通信设备
000725	京东方Ａ	3.82	1.34285E+11	1.29686E+11	光学光电子
603866	桃李面包	34.03	15317788000	2013804900	食品加工制造
300358	楚天科技	15.1	6739600700	2247902500	医疗器械服务
002585	双星新材	7.49	8660522900	5209026700	包装印刷
000861	海印股份	3.7	8324532500	6926822400	零售
002427	尤夫股份	25.84	10288316400	10288191600	化工合成材料
600207	安彩高科	7.35	6342726400	5071500000	综合
002498	汉缆股份	3.67	12209341300	11820060800	电气设备
600489	中金黄金	11	37962509000	37962509000	有色冶炼加工
601288	农业银行	3.64	1.18225E+12	1.07036E+12	银行
600422	昆药集团	10.9	8596706000	7433076800	中药
002627	宜昌交运	18.08	2413680000	2380711900	公交
000100	TCL 集团	3.59	43847117000	32314871000	视听器材
002106	莱宝高科	10.74	7580465600	7556122200	光学光电子
000685	中山公用	10.72	15813194000	11481313300	燃气水务
600639	浦东金桥	17.81	19990174000	12523391600	房地产开发
600415	小商品城	7.11	38701253000	38701253000	零售
000553	沙隆达Ａ	14.16	34052057000	5152862100	化学制品
600572	康恩贝	7.06	17725754000	14527631000	中药
603021	山东华鹏	10.55	3375452100	2192626300	家用轻工
002749	国光股份	63.22	4741500000	1185375000	化学制品
000739	普洛药业	7.02	8051022600	7441531400	化学制药
600292	远达环保	10.52	8214193700	8214193700	环保工程
601929	吉视传媒	3.5	10887804200	10887804200	通信服务
000822	山东海化	10.33	9246299600	9246299600	基础化学
002420	毅昌股份	6.83	2738830000	2656241200	视听器材
000586	汇源通信	20.48	3961651200	3961651200	通信设备
600375	华菱星马	6.81	3784593500	3784593500	专用设备
002848	高斯贝尔	27.21	4548151500	1137378000	视听器材
002566	益盛药业	10.18	3369087300	2163318900	中药
002565	顺灏股份	6.78	4661033000	4640172800	包装印刷
600215	长春经开	10.06	4678230800	4678230800	园区开发
000420	吉林化纤	3.34	6582160200	3295289700	化工合成材料
600054	黄山旅游	16.66	12450018000	8551578000	景点及旅游
300172	中电环保	9.97	5054790000	3423420000	环保工程
002340	格林美	6.64	25337645000	20693156000	新材料
600854	春兰股份	6.64	3449204700	3449204700	白色家电
600089	特变电工	9.96	37037732000	36656679000	电气设备
002285	世联行	9.92	20286094000	16884489000	房地产开发
600221	海航控股	3.3	55460197000	38979812000	机场航运
603303	得邦照明	29.32	7036800000	1759200000	光学光电子
600222	太龙药业	6.48	3718783100	3484036800	中药
002508	老板电器	38.8	36822474000	36100810000	白色家电
600857	宁波中百	12.9	2893727000	2893727000	贸易
300596	利安隆	22.41	4033800000	1008450000	化学制品
600452	涪陵电力	41.58	6652800000	6652800000	电力
002421	达实智能	6.39	12311802000	9009122200	计算机应用
600590	泰豪科技	12.75	8503747400	6686278200	电气设备
601898	中煤能源	6.35	84192513000	58115203000	煤炭开采
600075	新疆天业	9.51	9248687600	5839413900	基础化学
601368	绿城水务	9.48	6975487300	2789041800	燃气水务
002054	德美化工	15.72	6590308600	4948835800	化学制品
000632	三木集团	6.28	2923462900	2923248000	综合
002067	景兴纸业	6.26	7064103300	6011484300	造纸
300230	永利股份	15.64	7091923600	2801612300	化工合成材料
601328	交通银行	6.24	4.63399E+11	2.44925E+11	银行
002115	三维通信	9.31	3875371300	3190597600	通信设备
002462	嘉事堂	37.18	9314568400	9269637100	医药商业
600398	海澜之家	9.29	41737721000	41737721000	服装家纺
600201	生物股份	34.04	21862273000	19499128000	农业服务
000818	方大化工	12.29	8500297900	8459530100	化工新材料
000712	锦龙股份	18.23	16334080000	16334080000	证券
000541	佛山照明	9.1	11576409100	8871954400	白色家电
300437	清水源	18.12	3955994000	1472703000	化学制品
002410	广联达	17.92	20058966000	15535884000	计算机应用
300227	光韵达	20.88	3096883000	2836840300	电子制造
600028	中国石化	5.92	7.16742E+11	5.65702E+11	基础化学
600273	嘉化能源	8.87	13251723300	5144586100	化学制品
002592	八菱科技	26.52	7513942300	3473588000	汽车零部件
603133	碳元科技	32.28	6714240000	1678560000	半导体及元件
000650	仁和药业	5.86	7256672800	7254650800	中药
601258	庞大集团	2.92	19490017000	19092357000	交运设备服务
002768	国恩股份	23.22	5572800000	2020140000	化工合成材料
603116	红蜻蜓	17.4	7113120000	3144279400	服装家纺
002869	金溢科技	37.57	4425746000	1109066400	其他电子
600448	华纺股份	5.75	2428593600	2428593600	纺织制造
601390	中国中铁	8.55	1.95319E+11	1.56705E+11	建筑装饰
601179	中国西电	5.65	28961235000	28961235000	电气设备
