rcode	    名称	现价	总市值	流通市值	所属行业
000901	航天科技	29.15	11935773000	9433646000	仪器仪表
300683	海特生物	56.74	5864365000	1466091200	生物制品
000419	通程控股	6.91	3756156100	3754133800	零售
600300	维维股份	5.52	9229440000	9229440000	饮料制造
601007	金陵饭店	11.02	3306000000	3306000000	酒店及餐饮
600697	欧亚集团	27.55	4382876500	4274548200	零售
002535	林州重机	5.48	4393223200	2937144500	专用设备
002296	辉煌科技	9.58	3608368500	3029903000	计算机应用
002363	隆基机械	9.52	3673516900	3670583500	汽车零部件
601222	林洋能源	8.12	14324426000	14149358000	电气设备
600238	海南椰岛	9.47	4244454000	4214165000	饮料制造
300296	利亚德	18.88	30753833000	15710807000	光学光电子
600470	六国化工	6.73	3510368000	3510368000	化学制品
603828	柯利达	10.75	3550258200	1163322000	建筑装饰
600313	农发种业	4.03	4361260600	4004194000	农业服务
002651	利君股份	9.4	9423500000	3557252000	专用设备
300096	易联众	13.41	5766300000	5171306900	计算机应用
000957	中通客车	10.72	6355930200	5113171100	汽车整车
603609	禾丰牧业	9.38	7796435300	7796435300	农产品加工
603701	德宏股份	26.78	2624440000	1306864000	汽车零部件
002123	梦网荣信	10.68	9201834900	6258114900	电气设备
000958	东方能源	8.01	8829208500	5338235700	电力
603638	艾迪精密	29.35	5165600000	1291400000	专用设备
600761	安徽合力	10.64	7875523700	7875523700	专用设备
603444	吉比特	220.85	15843753000	3931130000	计算机应用
002201	九鼎新材	10.56	3510856500	3298411400	化工新材料
002542	中化岩土	11.87	21366000000	7386044600	建筑装饰
300139	晓程科技	9.23	2529020000	1958246500	半导体及元件
002539	云图控股	7.9	7979790000	3282696200	化学制品
600751	天海投资	6.58	19077643000	12970379900	港口航运
601608	中信重工	5.26	22825345000	22511672000	专用设备
600882	广泽股份	9.2	3758550000	3672990000	食品加工制造
000035	中国天楹	6.57	8879495700	7674586600	环保工程
002154	报 喜 鸟	3.93	4964710100	4200718200	服装家纺
002432	九安医疗	10.46	4527149900	4527149900	医疗器械服务
603508	思维列控	49.68	7948800000	3239136000	计算机应用
002662	京威股份	6.53	9795000000	8017802400	汽车零部件
002384	东山精密	26.1	27954361000	14398189000	电子制造
601952	苏垦农发	13.03	13811800000	3387800000	种植业与林业
000869	张  裕Ａ	36.32	24896052000	16469696000	饮料制造
600416	湘电股份	12.95	12248554500	7879874800	电气设备
002367	康力电梯	11.64	9284677300	5364964400	专用设备
002036	联创电子	16.81	9380481600	6585689100	光学光电子
002641	永高股份	5.16	5795712000	4568328800	建筑材料
002008	大族激光	34.83	37165882000	34540042000	其他电子
000968	蓝焰控股	14.15	13690163000	3674885800	采掘服务
002791	坚朗五金	20.54	6604431600	1651107900	建筑材料
002649	博彦科技	10.26	5410243700	4243455400	计算机应用
000939	凯迪生态	5.12	20119529000	10868442800	电力
300407	凯发电气	16.61	4576055000	2251841500	电气设备
300580	贝斯特	20.38	4076000000	1019000000	汽车零部件
000672	上峰水泥	10.19	8290786500	8290774400	建筑材料
300476	胜宏科技	26.71	11421611100	4532948600	半导体及元件
300239	东宝生物	6.35	2926550600	2825281800	生物制品
002483	润邦股份	6.35	4270043300	3649868200	专用设备
300660	江苏雷利	71	7176680000	1794170000	电气设备
002329	皇氏集团	8.86	7421490700	4285904900	食品加工制造
603628	清源股份	17.69	4843522000	1210880500	电气设备
002448	中原内配	10.1	5939833300	4631032400	汽车零部件
603977	国泰集团	16.41	3627922800	907144800	化学制品
002610	爱康科技	2.52	11316971200	10653049500	电气设备
300203	聚光科技	28.9	13085927200	12967596200	环保工程
600481	双良节能	5.02	8134889000	8134889000	通用设备
002489	浙江永强	6.27	13641868000	11758674900	家用轻工
000607	华媒控股	7.51	7642915100	3659394300	传媒
300405	科隆股份	19.94	2337573800	957313700	化学制品
002034	美 欣 达	44.8	4840192000	2729986400	纺织制造
300115	长盈精密	33.55	30297456000	30176479000	电子制造
000570	苏常柴Ａ	7.44	4176625000	3060625000	通用设备
002558	巨人网络	44.61	90307589000	15521347000	传媒
603979	金诚信	13.49	7891650000	3280232700	采掘服务
002377	国创高新	9.81	4238469400	4237563700	基础化学
300491	通合科技	29.42	4291024700	1498371100	电气设备
600288	大恒科技	11.03	4817904000	4817904000	其他电子
603615	茶花股份	17.13	4111200000	1027800000	化工合成材料
002238	天威视讯	10.96	6766191100	6109249900	通信服务
600599	熊猫金控	23.07	3829620000	3829620000	家用轻工
600365	通葡股份	8.49	3396000000	3396000000	饮料制造
603887	城地股份	31.45	3085245000	773670000	建筑装饰
600773	西藏城投	12.09	8816193200	8816193200	房地产开发
002286	保龄宝	10.88	4017505300	2839109700	农产品加工
603658	安图生物	43.52	18278400000	1827840000	生物制品
300569	天能重工	30.21	4531862500	1133237520	电气设备
002396	星网锐捷	20.51	11057171400	10877403900	通信设备
300279	和晶科技	12.05	5409751100	3592443500	电子制造
600051	宁波联合	9.64	2996883200	2996883200	综合
601198	东兴证券	18.05	49781190000	18122200000	证券
002728	特一药业	20.45	4090000000	2426954900	中药
603030	全筑股份	8.42	4535511600	1625615400	建筑装饰
002568	百润股份	16.82	11779127400	6458925700	食品加工制造
600387	海越股份	12.01	4637061000	4632377100	基础化学
002666	德联集团	6	4525975600	2664388400	化学制品
002647	民盛金科	36	13438480000	13438480000	通用设备
002872	天圣制药	33.56	7114720000	1778680000	医药商业
002416	爱施德	10.78	11132881600	10467864000	零售
601116	三江购物	23.94	9833565700	9833565700	零售
600503	华丽家族	7.18	11504442200	11504442200	房地产开发
601918	新集能源	4.78	12382789800	12382789800	煤炭开采
000573	粤宏远Ａ	5.97	3717851000	3714374800	房地产开发
300617	安靠智电	59.59	3972865300	993365300	电气设备
300219	鸿利智汇	13.1	9339256700	7015253700	光学光电子
300054	鼎龙股份	10.71	10293638100	7016998200	化学制品
600756	浪潮软件	20.22	6553276800	6553276800	计算机应用
300388	国祯环保	20.18	6168389700	5929681400	燃气水务
603899	晨光文具	17.8	16376000000	3987200000	家用轻工
603686	龙马环卫	30.85	8401997500	3155800800	专用设备
603308	应流股份	14.23	6172324300	5692142300	通用设备
603639	海利尔	48.57	5828400000	1457100000	化学制品
000783	长江证券	9.46	52308764000	52308050000	证券
002488	金固股份	10.61	7128039600	4084831400	汽车零部件
002518	科士达	15.31	8863231400	8458988300	电气设备
300250	初灵信息	16.46	3823151100	2067129600	通信设备
000157	中联重科	4.7	35838850000	29261246000	专用设备
603111	康尼机电	12.89	9517760100	4944990700	非汽车交运
002217	合力泰	9.37	29312271000	16473559000	光学光电子
600776	东方通信	7.01	8804560400	6701560400	通信设备
600009	上海机场	37.34	71952628000	40830409000	机场航运
603616	韩建河山	24.48	7181452800	3607372800	建筑材料
000779	三毛派神	13.98	2606445500	2606445500	纺织制造
002746	仙坛股份	32.6	5927990600	1934810000	养殖业
002876	三利谱	61.7	4936000000	1234000000	光学光电子
002444	巨星科技	15.05	16182478000	15228427000	通用设备
002437	誉衡药业	6.94	15254973000	14897753000	化学制药
000416	民生控股	8.09	4302840400	4300869500	保险及其他
603843	正平股份	12.71	5084038100	1267187000	建筑装饰
002121	科陆电子	9.24	13005408800	6504810100	电气设备
300422	博世科	16.16	5754073700	2841912100	环保工程
002171	楚江新材	16.15	8633855100	6722552200	有色冶炼加工
601933	永辉超市	6.92	66227598000	45041389000	零售
603077	和邦生物	2.3	20311876000	16759927000	基础化学
002397	梦洁股份	6.89	4726473000	2343701000	服装家纺
002328	新朋股份	8.03	3598243000	2612289600	汽车零部件
002349	精华制药	9.17	7708207200	5462152600	中药
300246	宝莱特	25.18	3678495800	2713242300	医疗器械服务
600845	宝信软件	17.16	13440556000	8990671900	计算机应用
002736	国信证券	13.72	1.12504E+11	30116218000	证券
600587	新华医疗	18.25	7417312700	7363266700	医疗器械服务
600980	北矿科技	19.38	2949827500	2777656500	新材料
300026	红日药业	4.55	13700299000	10166894300	化学制药
000811	烟台冰轮	10.23	6680744000	6187713100	通用设备
601882	海天精工	15.86	8278920000	827892000	通用设备
002472	双环传动	10.18	6889253900	5518916900	汽车零部件
000538	云南白药	88.19	91841041000	91840398000	中药
002693	双成药业	6.78	2745900000	2735166000	化学制药
002346	柘中股份	27	11922536200	2154600000	电气设备
603608	天创时尚	12.37	4849040000	1575938000	服装家纺
300181	佐力药业	6.74	4102131500	2384805500	中药
601098	中南传媒	16.82	30208720000	30208720000	传媒
300595	欧普康视	46.99	5751576000	1437894000	医疗器械服务
300621	维业股份	19.01	2585360000	646340000	建筑装饰
002169	智光电气	6.69	5270328400	3370122800	电气设备
000916	华北高速	8.92	9722800000	9722615000	公路铁路运输
300042	朗科科技	35.58	4753488000	3979927400	计算机设备
601366	利群股份	12.22	10515315600	2150720000	零售
002708	光洋股份	8.87	4164198500	2030494400	汽车零部件
601377	兴业证券	7.76	51966172000	51966172000	证券
002041	登海种业	13.29	11695200000	11613605600	种植业与林业
300425	环能科技	9.94	3730231200	1477738900	环保工程
600973	宝胜股份	5.52	6746061100	4940627800	电气设备
002861	瀛通通讯	29.79	3655185300	913957200	电子制造
002774	快意电梯	12.12	4057776000	1014444000	通用设备
002604	龙力生物	9.9	5935657900	4929422600	农产品加工
603920	世运电路	19.76	7939568000	1754688000	半导体及元件
603955	大千生态	37.3	3245100000	811275000	建筑装饰
000885	同力水泥	18.61	9237668700	7942734700	建筑材料
300563	神宇股份	35.01	2800800000	700200000	电气设备
600919	江苏银行	8.71	1.00552E+11	50473081000	银行
002665	首航节能	7.62	15020010000	11738949000	电气设备
600135	乐凯胶片	15.15	5650824800	5580396100	家用轻工
300269	联建光电	18.38	11279593000	6384917300	光学光电子
002700	新疆浩源	10.81	4566434600	3384539400	燃气水务
002403	爱仕达	12.97	4543660800	3749591300	白色家电
002670	国盛金控	15.13	22661781000	7450590700	证券
002103	广博股份	11.88	6524649800	3867985200	包装印刷
002878	元隆雅图	31.21	2351985600	587996400	传媒
603960	克来机电	29.05	3021200000	755300000	专用设备
600261	阳光照明	6.45	9366063900	9366063900	其他电子
603399	新华龙	13.97	7589211600	6974531600	有色冶炼加工
002415	海康威视	31.16	2.87571E+11	2.26148E+11	计算机设备
002863	今飞凯达	13.96	3092140000	774780000	汽车零部件
603985	恒润股份	41.74	3339200000	834800000	通用设备
002261	拓维信息	9.63	10700369100	8914332800	传媒
002193	如意集团	16.05	4200534600	3710211500	纺织制造
002611	东方精工	12.81	14834667000	3754633000	专用设备
002428	云南锗业	11.74	7667628800	7560366500	有色冶炼加工
300169	天晟新材	7.47	2435103000	1790551600	化学制品
000776	广发证券	17.05	1.2994E+11	1.00924E+11	证券
300665	飞鹿股份	26.62	2023120000	505780000	化学制品
000676	智度股份	13.82	13346123000	4373879700	传媒
600126	杭钢股份	7.43	19301935000	6887505800	钢铁
002434	万里扬	14.85	20047500000	15133052000	汽车零部件
603669	灵康药业	22.22	5777200000	1920919000	化学制药
002057	中钢天源	14.8	3482550400	2950848700	新材料
601163	三角轮胎	24.22	19376000000	4844000000	化工合成材料
600589	广东榕泰	7.37	5198104000	4621619100	化学制品
002145	中核钛白	6.31	10044394100	6731234900	化学制品
601998	中信银行	6.31	3.08779E+11	2.01322E+11	银行
002474	榕基软件	10.51	6539322000	4695091900	计算机应用
002052	同洲电子	6.3	4699546100	3914406500	视听器材
000516	国际医学	5.24	10328298300	10127531700	零售
300216	千山药机	20.95	7572061600	5600029700	医疗器械服务
000571	新大洲Ａ	7.33	5967089100	5953564800	煤炭开采
600299	安迪苏	11.45	30707770000	6578705300	生物制品
603328	依顿电子	13.5	13454797000	13303679800	半导体及元件
600835	上海机电	19.71	20158192000	15896200000	专用设备
600516	方大炭素	28.98	51839261000	49821268000	新材料
600307	酒钢宏兴	3.1	19416408000	19416408000	钢铁
002225	濮耐股份	6.19	5511107400	3827979600	建筑材料
600522	中天科技	11.32	34707941000	25762555000	通信设备
000710	*ST天仪	53.4	18935953000	8074080000	医疗器械服务
600699	均胜电子	31.77	30158912000	21901279000	汽车零部件
600716	凤凰股份	5.12	4792630200	4660330500	房地产开发
002512	达华智能	17.38	19037811000	9960216200	计算机应用
002458	益生股份	24.51	8269152000	4284003300	养殖业
300176	鸿特精密	72.5	7777800000	7755958900	汽车零部件
000545	金浦钛业	6.12	6039418500	5871546900	基础化学
600410	华胜天成	9.18	10124076600	8192449500	计算机应用
002013	中航机电	11.2	26944462000	23464421000	国防军工
002402	和而泰	10.17	8445728200	6492842600	电子制造
000825	太钢不锈	5.08	28936939000	28936056000	钢铁
300354	东华测试	14.22	1967211900	1031857220	仪器仪表
603028	赛福天	13.19	2912352000	1524350700	通用设备
300211	亿通科技	8.11	2454702100	1506060100	通信设备
002459	天业通联	14.11	5484406700	3091602500	专用设备
000976	春晖股份	8.06	12861171100	4727422200	化工合成材料
600623	华谊集团	12.09	25599740000	11286570300	化工合成材料
000756	新华制药	15.06	6887131200	4627996800	化学制药
600351	亚宝药业	8.02	6312072500	5549840000	中药
300095	华伍股份	10.02	3792606600	2365641800	通用设备
600620	天宸股份	14.01	9620346400	9620346400	房地产开发
600647	同达创业	23.01	3201693100	3201693100	贸易
002138	顺络电子	19.98	16315975000	13339880600	半导体及元件
600395	盘江股份	7.99	13223864400	13223864400	煤炭开采
300324	旋极信息	15.95	18696529000	9411720500	计算机应用
300302	同有科技	14.94	6293774400	3682083100	计算机设备
002763	汇洁股份	29.85	6447600000	1931295000	服装家纺
002376	新北洋	12.93	8165166900	7386662800	计算机设备
000777	中核科技	17.88	6855506600	6855307300	通用设备
000851	高鸿股份	10.92	6902586900	5673785600	通信设备
002714	牧原股份	31.73	36758045000	19104300000	养殖业
000620	新华联	6.94	13163031500	12748408500	房地产开发
300001	特锐德	15.78	15741656000	13727914000	电气设备
300636	同和药业	32.34	2587200000	646800000	化学制药
601515	东风股份	10.78	11987360000	11987360000	包装印刷
600303	曙光股份	10.76	7269501300	6674689400	汽车整车
600128	弘业股份	10.76	2655218300	2655218300	贸易
002350	北京科锐	14.65	5669623300	5418730300	电气设备
601375	中原证券	8.78	34450391000	6145846200	证券
002310	东方园林	18.5	49601373000	28122520000	建筑装饰
603626	科森科技	65.16	13727042000	3431762200	通用设备
600682	南京新百	38.87	43222448000	28213360000	零售
002858	力盛赛车	40.69	2569980400	642902000	传媒
002480	新筑股份	7.75	5001604100	4958477900	通用设备
000166	申万宏源	5.8	1.16328E+11	42637319000	证券
002612	朗姿股份	13.53	5412000000	2839352000	服装家纺
000565	渝三峡Ａ	9.64	4179829000	4179829000	化学制品
600200	江苏吴中	13.48	9731103600	9080165900	综合
000908	景峰医药	7.68	6756667000	4230136500	化学制药
000898	鞍钢股份	6.72	48617909000	41321244000	钢铁
002601	龙蟒佰利	17.27	35094288000	11545054700	化学制品
603906	龙蟠科技	18.21	3787680000	946920000	基础化学
600391	航发科技	26.82	8854069600	8854069600	国防军工
300063	天龙集团	6.7	4867060600	2748324000	传媒
000502	绿景控股	11.48	2121729100	2104844900	房地产开发
300154	瑞凌股份	8.6	3844200000	2698894100	通用设备
002778	高科石化	25.8	2299025100	1432867500	基础化学
002404	嘉欣丝绸	7.62	3967353000	3040234400	纺织制造
002043	兔 宝 宝	13.3	11452107100	9527400500	建筑材料
600216	浙江医药	10.44	10052133100	9772922900	化学制药
300496	中科创达	31.27	12581147700	6811140900	计算机应用
603001	奥康国际	18	7217640000	7217640000	服装家纺
300547	川环科技	57.7	3449260700	862615000	化工合成材料
600576	万家文化	10.39	6774816400	4985171900	传媒
600808	马钢股份	4.72	36347215000	28167786000	钢铁
603128	华贸物流	8.49	8535974600	7735083700	物流
600908	无锡银行	11.32	20920660000	2092066000	银行
600783	鲁信创投	16.02	11924635900	11924635900	保险及其他
603178	圣龙股份	16.01	3202000000	800500000	汽车零部件
601811	新华文轩	14.11	17409497000	2809221600	传媒
300530	达志科技	43.27	3028900000	911880630	化学制品
600801	华新水泥	12.22	18300322000	11887265600	建筑材料
300650	太龙照明	31.94	2016947100	504236780	光学光电子
002412	汉森制药	15.96	4724160000	4576929000	中药
000911	南宁糖业	12.19	3950546600	3950546600	农产品加工
002655	共达电声	9.37	3373200000	3373200000	电子制造
002203	海亮股份	8.43	14264547000	12179282400	有色冶炼加工
600584	长电科技	15.92	21648717000	15674354000	半导体及元件
600083	博信股份	15.91	3659300000	3618424400	综合
603169	兰石重装	11.22	11505162700	5231562300	专用设备
002633	申科股份	14.94	2241000000	1302301130	通用设备
002122	天马股份	10.24	12165120000	11181194100	通用设备
000590	启迪古汉	15.81	3786040700	3529364700	中药
300044	赛为智能	20.45	8188123000	4834937000	计算机应用
300578	会畅通讯	30.65	2206800000	551700000	通信设备
603823	百合花	19.49	4385250000	877050000	化学制品
600671	天目药业	26.89	3274634200	3273065100	中药
600757	长江传媒	7.39	8968875500	8967743600	传媒
000526	*ST紫学	32.33	3109987800	3109987800	传媒
601001	大同煤业	6.46	10812102000	10812102000	煤炭开采
002628	成都路桥	8.3	6120554600	6017806900	建筑装饰
300125	易世达	25.77	3040860000	2326965500	环保工程
002868	绿康生化	24.83	2979600000	744900000	农业服务
002556	辉隆股份	7.35	5274360000	5115509000	化学制品
600088	中视传媒	16.44	5448577700	5448577700	传媒
603969	银龙股份	19.17	7668000000	2925926700	通用设备
603319	湘油泵	35.51	2873469200	718367300	汽车零部件
300160	秀强股份	9.1	5439616000	5390668100	白色家电
300330	华虹计通	11.81	1984080000	1979111200	计算机应用
002181	粤 传 媒	5.45	6327767000	6217715400	传媒
300083	劲胜智能	9.99	14304337000	11219936100	电子制造
002159	三特索道	23.6	3272533300	3159630400	景点及旅游
000902	新洋丰	9.07	11832080700	11188420400	化学制品
603037	凯众股份	32.65	3395600000	848900000	汽车零部件
300217	东方电热	3.62	4610047200	3150201800	白色家电
300152	科融环境	7.24	5160672000	5160672000	环保工程
600120	浙江东方	26.21	17629009000	13248459200	贸易
300273	和佳股份	10.84	8540007600	6078095800	医疗器械服务
300185	通裕重工	2.71	8855586000	7429274400	通用设备
002255	海陆重工	8.13	5045758700	3793548200	电气设备
002811	亚泰国际	26.18	4712400000	1178100000	建筑装饰
600105	永鼎股份	8.12	7673343900	6186703500	通信设备
002496	辉丰股份	5.41	8155455400	5537431900	化学制品
603888	新华网	28.82	14958426000	3739606500	通信服务
002524	光正集团	7.2	3623996200	3607525400	燃气水务
300321	同大股份	21.54	1912752000	1763628900	化工合成材料
603678	火炬电子	24.23	10968096000	4888383600	半导体及元件
603689	皖天然气	14.34	4818240000	1204560000	燃气水务
600362	江西铜业	17.91	62017484000	37167681000	有色冶炼加工
600891	秋林集团	8.95	5527392900	3437292700	零售
600270	外运发展	19.68	17819880000	17819880000	物流
603101	汇嘉时代	16.09	3861600000	1158480000	零售
300214	日科化学	7.15	3044560200	2178710700	化学制品
300509	新美星	32.02	2561600000	842126000	专用设备
300204	舒泰神	16	7650521700	7442741200	生物制品
002021	中捷资源	6.22	4278209500	3531417100	专用设备
603166	福达股份	10.66	6310919400	1597591900	汽车零部件
000680	山推股份	6.21	7705291100	6563674100	专用设备
300510	金冠电气	26.61	5451051900	2382925500	电气设备
002574	明牌珠宝	8.87	4683360000	4683360000	家用轻工
002249	大洋电机	7.09	16800080000	9638828100	电气设备
002196	方正电机	10.62	4788554000	2687113500	电气设备
600210	XD紫江企	6.19	9388596800	8893396800	包装印刷
600881	亚泰集团	5.28	17154264000	10004185300	建筑材料
300367	东方网力	19.35	16552864000	7643318700	计算机设备
002841	视源股份	66.74	27117296000	2702970000	光学光电子
002867	周大生	28.1	13427585000	2159485000	家用轻工
002511	中顺洁柔	13.17	9981371800	9653818000	造纸
603369	今世缘	16.67	20912515000	20912515000	饮料制造
002082	栋梁新材	14.9	3546200000	3065217900	建筑材料
603335	迪生力	12.26	3105948400	776548400	汽车零部件
300275	梅安森	18.38	3079311700	2073660100	专用设备
600624	复旦复华	7.86	5381836400	5381836400	综合
002189	利达光电	16.59	3305391600	3296484900	光学光电子
002026	山东威达	8.73	3667459200	3200717000	通用设备
600633	浙数文化	19.2	24996940000	22815122000	传媒
600467	好当家	3.49	5098870100	5098870100	养殖业
002536	西泵股份	15.68	5234107500	4849484700	汽车零部件
600436	片仔癀	55.75	33634934000	33634934000	中药
002484	江海股份	9.57	7801037600	6105186500	半导体及元件
600586	金晶科技	5.22	7612337000	7482884600	建筑材料
002605	姚记扑克	13.03	5175114500	3499772100	家用轻工
603006	联明股份	21.71	4186460600	1517828600	汽车零部件
600864	哈投股份	8.64	18217559000	9055537900	电力
000049	德赛电池	54.42	11169364200	11169364200	电子制造
603298	杭叉集团	18.96	11733475300	1643073600	专用设备
300637	扬帆新材	19.77	2372400000	593100000	化学制品
002821	凯莱英	58.45	13449971000	2672743200	化学制药
603758	秦安股份	16.3	7152391900	978000000	汽车零部件
002184	海得控制	13.72	3331449900	1861886000	电气设备
600008	首创股份	6.84	32973001000	32973001000	燃气水务
002351	漫步者	11.09	6520920000	3104134300	电子制造
000697	炼石有色	21.32	11932378600	9682120300	有色冶炼加工
300371	汇中股份	24.73	2967600000	1387341400	仪器仪表
300533	冰川网络	74.99	7499000000	1874750000	计算机应用
603345	安井食品	23.8	5141752000	1285438000	食品加工制造
002548	金新农	11.04	4204504200	3445852700	农产品加工
300133	华策影视	12.71	22199610000	15095510000	传媒
600790	轻纺城	6.76	7077676200	7077676200	零售
002741	光华科技	16.88	6316982100	2596059600	化学制品
000705	浙江震元	10.11	3377986400	2850436200	医药商业
002204	大连重工	4.2	8111754100	8111754100	专用设备
002130	沃尔核材	6.72	8482784100	6108719400	新材料
603229	奥翔药业	16.8	2688000000	672000000	化学制药
603519	立霸股份	22.67	3627200000	1742860500	白色家电
600160	巨化股份	11.69	24685378000	21169607000	化学制品
601966	玲珑轮胎	20.03	24036000000	7899832000	化工合成材料
300311	任子行	16.68	7472796700	3701182600	计算机应用
002390	信邦制药	8.34	14218831000	8060580600	医疗器械服务
600958	东方证券	15	93231780000	46892323000	证券
002456	欧菲光	19.99	54286163000	51064024000	光学光电子
600352	浙江龙盛	10.82	35201051000	33108463000	化学制品
300441	鲍斯股份	20.8	7653627800	1893821300	通用设备
000056	皇庭国际	12.45	14633050000	3562084200	房地产开发
600369	西南证券	5.81	32798084000	32798084000	证券
002049	紫光国芯	26.54	16104949000	15918710000	半导体及元件
300602	飞荣达	47.17	4717000000	1179250000	其他电子
002724	海洋王	13.24	7944000000	1331033580	其他电子
300053	欧比特	13.23	8244672900	6006741600	半导体及元件
600103	青山纸业	4.95	8779844700	5256115900	造纸
603567	珍宝岛	16.49	14002648000	4504408400	中药
300586	美联新材	25.55	2452800000	613200000	化工合成材料
603357	设计总院	22.22	7214242000	1804264000	建筑装饰
002499	科林环保	21.36	4037040000	2936792900	专用设备
300277	海联讯	8.2	2747000000	2740850000	计算机应用
002344	海宁皮城	8.2	10518509400	9068046900	零售
002303	美盈森	7.38	11382348800	10553402100	包装印刷
000010	美丽生态	4.92	4033685200	2569083800	建筑装饰
300436	广生堂	36.88	5232375800	2065280000	生物制品
002732	燕塘乳业	27.86	4383771000	1696054300	食品加工制造
300326	凯利泰	9.01	6441432100	5767551900	医疗器械服务
300333	兆日科技	11.43	3840480000	3782130600	计算机设备
300120	经纬电材	13.03	2665234100	2143024500	电气设备
300200	高盟新材	12.18	3174731300	2476376600	化工新材料
002273	水晶光电	23.51	15585205000	14350529000	光学光电子
002292	奥飞娱乐	15.4	20141501000	11706631400	传媒
600909	华安证券	9.72	35196120000	7776000000	证券
300394	天孚通信	24.29	4514296500	1725887100	半导体及元件
600663	陆家嘴	24.24	81490788000	59255921000	园区开发
600211	西藏药业	39.53	7100347200	5755133200	中药
000835	长城动漫	9.68	3163040400	2932023600	传媒
000657	中钨高新	13.7	8612568900	3364318600	有色冶炼加工
300620	光库科技	32.17	2830960000	707740000	其他电子
002051	中工国际	20.91	23268105000	23166548000	建筑装饰
601858	中国科传	11.25	8893125000	1468125000	传媒
601567	三星医疗	11.23	15929036000	13886119000	电气设备
002527	新时达	11.21	6952119300	4164852300	电气设备
002063	远光软件	11.21	6740413700	5971540300	计算机应用
603322	超讯通信	41.61	3328800000	1348132400	通信设备
600022	山东钢铁	2.4	26271719000	25652671000	钢铁
002829	星网宇达	31.16	4991208800	1184080000	其他电子
600961	株冶集团	10.36	5464464000	5464464000	有色冶炼加工
300577	开润股份	49.4	5928296400	1482296400	纺织制造
000910	大亚圣象	22.3	11836171000	11790510100	家用轻工
000938	紫光股份	57.28	59703125000	11803933800	计算机设备
002301	齐心集团	18.28	7821415900	6812438900	家用轻工
002022	科华生物	16.68	8549654100	7162337200	生物制品
300483	沃施股份	30.91	1900965000	1000340330	专用设备
300255	常山药业	8.7	8134211800	5203047100	化学制药
601699	潞安环能	10.28	30751687000	30751687000	煤炭开采
000932	*ST华菱	6.32	19058908000	19057014000	钢铁
300301	长方集团	7.1	5609772300	3463249900	光学光电子
601886	江河集团	10.24	11817472000	11817472000	建筑装饰
002699	美盛文化	13.38	12170083100	9263929900	服装家纺
000758	中色股份	7.87	15499008000	15497559000	有色冶炼加工
002642	荣之联	18.08	11494713100	8716089600	计算机应用
603789	星光农机	19.61	3951571900	1568800000	专用设备
600338	西藏珠峰	47.82	31226807000	7571500000	有色冶炼加工
002197	证通电子	12.54	6516770500	4270070400	计算机设备
300383	光环新网	13.3	19236473000	18149552000	通信服务
300112	万讯自控	10.95	2873610700	1751913400	仪器仪表
300265	通光线缆	10.93	3688875000	3680649900	电气设备
600169	太原重工	3.9	9999424500	9453424500	专用设备
300568	星源材质	42.11	8085120000	2021280000	化工合成材料
600348	阳泉煤业	7.79	18734950000	18734950000	煤炭开采
300221	银禧科技	12.44	6290764600	5051560600	化工合成材料
300360	炬华科技	13.98	5070126600	3735578200	电气设备
002553	南方轴承	10.87	3782760000	2399259600	汽车零部件
000552	靖远煤电	3.88	8873447700	6042862300	煤炭开采
002281	光迅科技	21.72	13660246000	13393393500	通信设备
300012	华测检测	4.65	7786706500	6665501500	综合
300085	银之杰	16.26	11489975100	5714508900	计算机应用
603858	步长制药	68.08	46416944000	4751984000	中药
600582	天地科技	4.64	19203052000	12872919400	专用设备
002478	常宝股份	6.18	4945236000	3732597900	钢铁
600895	张江高科	16.99	26312235000	26312235000	园区开发
300036	超图软件	17.76	7984522500	5842111700	计算机应用
600343	航天动力	17.76	11334544700	11334544700	国防军工
002179	中航光电	33.94	26847005000	26557082000	电子制造
600693	东百集团	11.54	10365564400	7910250300	零售
300512	中亚股份	19.22	5189400000	1503002100	专用设备
603383	顶点软件	40.73	3429058700	857366500	计算机应用
601800	中国交建	16.12	2.60737E+11	1.89365E+11	建筑装饰
000860	顺鑫农业	20.7	11811212800	11811212800	饮料制造
300396	迪瑞医疗	35.2	5397920000	1637614000	医疗器械服务
300297	蓝盾股份	11.47	13481447000	8469825000	计算机应用
000599	青岛双星	6.87	4634357000	4314067000	化工合成材料
603086	先达股份	37.37	2989600000	747400000	化学制品
600130	波导股份	6.1	4684800000	4684800000	通信设备
000750	国海证券	6.09	25672651000	25672630000	证券
300542	新晨科技	31.21	2846086700	703785500	计算机应用
300616	尚品宅配	127.03	13719240000	3429810000	家用轻工
002609	捷顺科技	15.21	10125012600	4606063400	计算机应用
002751	易尚展示	38.72	5439385600	2940784000	家用轻工
000678	襄阳轴承	9.11	4187063500	3908917000	汽车零部件
300218	安利股份	10.62	2304401900	2296855300	化工合成材料
603611	诺力股份	24.26	4643425600	2256786500	专用设备
000630	铜陵有色	3.03	31895396000	28968283000	有色冶炼加工
300283	温州宏丰	6.8	2817657200	1381528500	电气设备
600622	嘉宝集团	16.62	14748385000	11112048000	房地产开发
600728	佳都科技	9.82	15882278000	13048609500	计算机应用
600765	中航重机	15.08	11732288300	11732288300	通用设备
002620	瑞和股份	12.81	4643625000	3883052300	建筑装饰
